Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
2601,599.75,0.05,71.716,0.20889,0.0007986,2.59e-05,0.07831,0.128
2602,595.26,0.12,71.75,0.20889,0.0007955,2.56e-05,0.068634,0.149
2603,594.05,0.16,71.686,0.20889,0.0007928,2.55e-05,0.069126,0.097
2604,593.42,0.13,71.816,0.20889,0.0007917,2.54e-05,0.07753,0.124
2605,592.03,0.05,72.269,0.2089,0.0007934,2.56e-05,0.089595,0.116
2606,600.23,0.16,72.276,0.20889,0.0007964,2.58e-05,0.097816,0.116
2607,607.76,0.07,72.347,0.20889,0.000798,2.59e-05,0.097265,0.124
2608,617.15,0.13,72.354,0.20888,0.0007972,2.6e-05,0.093624,0.143
2609,624.31,0.17,72.439,0.20887,0.000795,2.61e-05,0.096799,0.143
2610,618.1,0.19,72.638,0.20888,0.0007925,2.6e-05,0.087667,0.11
2611,598.89,0.25,72.629,0.2089,0.0007909,2.59e-05,0.08545,0.114
2612,600.34,0.12,72.52,0.20889,0.0007913,2.6e-05,0.086718,0.124
2613,601.77,0.15,72.437,0.20889,0.000793,2.62e-05,0.088705,0.118
2614,598.71,0.17,72.336,0.20889,0.0007935,2.63e-05,0.073518,0.118
2615,596.1,0.11,72.109,0.20889,0.000793,2.63e-05,0.067649,0.139
2616,602.93,0.05,72.052,0.20889,0.000791,2.61e-05,0.063935,0.135
2617,597.2,0.08,72.097,0.20889,0.0007882,2.6e-05,0.062938,0.111
2618,577.49,0.14,71.934,0.20891,0.0007837,2.57e-05,0.064729,0.116
2619,577.5,0,71.982,0.20891,0.000779,2.54e-05,0.065892,0.122
2620,555.21,0.08,71.779,0.20893,0.0007745,2.51e-05,0.067678,0.111
2621,549.7,-0.02,71.809,0.20893,0.0007726,2.49e-05,0.05814,0.108
2622,548.48,0.1,72.108,0.20894,0.0007734,2.49e-05,0.062457,0.1
2623,558.02,0,72.021,0.20893,0.0007749,2.49e-05,0.065049,0.113
2624,564.17,0.08,71.854,0.20892,0.0007755,2.49e-05,0.057666,0.139
2625,573.72,0.05,71.93,0.20891,0.0007752,2.49e-05,0.047426,0.131
2626,576.8,0.21,71.953,0.20891,0.0007731,2.49e-05,0.044342,0.114
2627,579.45,-0.01,71.761,0.20891,0.0007703,2.48e-05,0.045174,0.113
2628,561.05,0.12,71.909,0.20893,0.0007666,2.47e-05,0.044214,0.125
2629,550.44,0.1,71.753,0.20893,0.0007635,2.46e-05,0.041312,0.116
2630,539.21,0.12,71.826,0.20894,0.0007615,2.45e-05,0.046753,0.096
2631,536.52,0.19,71.796,0.20895,0.0007605,2.44e-05,0.052359,0.113
2632,532.31,0.01,71.584,0.20895,0.0007609,2.44e-05,0.056923,0.125
2633,538.92,0.12,71.514,0.20894,0.0007597,2.43e-05,0.05842,0.101
2634,532.29,0.08,71.596,0.20895,0.0007564,2.41e-05,0.061403,0.127
2635,528.17,0.02,71.541,0.20895,0.0007516,2.38e-05,0.059583,0.132
2636,526.27,0.09,71.366,0.20895,0.000748,2.35e-05,0.058275,0.1
2637,504.79,0.04,71.444,0.20897,0.0007443,2.33e-05,0.04671,0.098
2638,493.47,0.02,71.341,0.20898,0.0007407,2.3e-05,0.039086,0.103
2639,492.85,0.04,71.306,0.20898,0.0007381,2.28e-05,0.037173,0.127
2640,486.9,0.08,71.161,0.20899,0.000738,2.27e-05,0.045952,0.102
2641,492.27,0.09,71.045,0.20898,0.0007388,2.27e-05,0.051933,0.09
2642,506.03,0.12,70.996,0.20897,0.0007397,2.27e-05,0.051212,0.121
2643,499.81,0.06,70.833,0.20897,0.0007407,2.27e-05,0.046839,0.126
2644,514.92,0.17,70.882,0.20896,0.0007412,2.25e-05,0.046544,0.109
2645,507.16,0.12,70.8,0.20897,0.0007423,2.26e-05,0.041742,0.102
2646,508.61,0.06,70.793,0.20897,0.0007448,2.26e-05,0.042755,0.113
2647,516.97,0.03,70.763,0.20896,0.0007486,2.28e-05,0.045714,0.106
2648,532.49,0.09,70.861,0.20895,0.0007525,2.31e-05,0.050115,0.11
2649,544.06,0.08,70.906,0.20894,0.0007551,2.34e-05,0.039675,0.128
2650,557.53,0.07,70.896,0.20892,0.000756,2.36e-05,0.03537,0.137
2651,544.69,0.15,71.005,0.20894,0.0007555,2.37e-05,0.042513,0.127
2652,543.88,0.13,71.016,0.20894,0.0007548,2.37e-05,0.049501,0.115
2653,546.99,0.21,71.273,0.20894,0.0007548,2.37e-05,0.05477,0.102
2654,533.84,0.08,71.075,0.20894,0.0007554,2.39e-05,0.053157,0.121
2655,524.65,0.11,70.932,0.20895,0.0007561,2.38e-05,0.053544,0.108
2656,537.53,0.03,70.937,0.20894,0.0007563,2.37e-05,0.059995,0.116
2657,530.42,0.18,70.977,0.20895,0.0007553,2.36e-05,0.058722,0.124
2658,532.47,0.06,70.931,0.20895,0.0007539,2.35e-05,0.060259,0.108
2659,526.42,0.18,71.032,0.20895,0.000753,2.33e-05,0.061081,0.114
2660,524.45,0.09,70.985,0.20895,0.0007523,2.32e-05,0.054743,0.108
2661,510.28,0.04,70.992,0.20896,0.0007514,2.32e-05,0.044401,0.098
2662,524.61,0.13,71.037,0.20895,0.0007496,2.32e-05,0.035167,0.131
2663,515.22,0.12,71.078,0.20896,0.0007471,2.31e-05,0.041619,0.108
2664,520.16,0.18,71.611,0.20896,0.0007448,2.3e-05,0.044222,0.104
2665,515.18,0.08,71.721,0.20897,0.0007441,2.29e-05,0.046005,0.116
2666,503.12,0.17,71.717,0.20897,0.0007451,2.3e-05,0.042226,0.091
2667,518.69,0.12,71.725,0.20896,0.0007466,2.31e-05,0.038117,0.107
2668,520.68,0.09,72.094,0.20896,0.0007481,2.33e-05,0.046029,0.139
2669,535.89,0.1,72.444,0.20895,0.0007503,2.34e-05,0.048109,0.117
2670,544.21,-0.01,72.843,0.20895,0.0007526,2.36e-05,0.051276,0.106
2671,551.01,0.19,72.992,0.20894,0.0007546,2.39e-05,0.046263,0.115
2672,566.05,0.07,73.236,0.20893,0.0007548,2.39e-05,0.038415,0.114
2673,560.27,0.11,73.139,0.20894,0.000754,2.38e-05,0.037545,0.136
2674,540.93,0.06,72.688,0.20895,0.000753,2.38e-05,0.041735,0.107
2675,536.33,0.1,72.634,0.20895,0.0007512,2.37e-05,0.054499,0.114
2676,539.86,0.15,72.773,0.20895,0.0007482,2.36e-05,0.0577,0.1
2677,532.6,0.13,72.847,0.20896,0.0007439,2.33e-05,0.065574,0.118
2678,523.25,0.12,72.672,0.20897,0.0007392,2.29e-05,0.071911,0.113
2679,496.91,0.01,72.193,0.20898,0.0007353,2.27e-05,0.069298,0.081
2680,485.9,0.14,71.903,0.20899,0.0007329,2.25e-05,0.0632,0.11
2681,481,0.16,71.82,0.20899,0.0007322,2.24e-05,0.065509,0.089
2682,481.58,0.07,71.568,0.20899,0.0007334,2.25e-05,0.07311,0.113
2683,490.33,0.16,71.549,0.20899,0.0007362,2.27e-05,0.066771,0.112
2684,507.72,0.07,71.772,0.20897,0.0007401,2.29e-05,0.067655,0.1
2685,517.69,0.21,71.907,0.20896,0.0007434,2.32e-05,0.053448,0.125
2686,531.57,0.18,71.842,0.20895,0.0007451,2.35e-05,0.044808,0.13
2687,530.71,0.13,71.743,0.20895,0.0007449,2.36e-05,0.056069,0.112
2688,544.42,0.18,71.829,0.20894,0.0007442,2.37e-05,0.049473,0.124
2689,518.53,0.12,71.867,0.20896,0.0007447,2.37e-05,0.039539,0.105
2690,527.12,0.18,71.836,0.20896,0.0007462,2.36e-05,0.047823,0.102
2691,527.15,0.09,71.887,0.20896,0.0007481,2.37e-05,0.072591,0.111
2692,529.82,0.11,72.177,0.20896,0.0007494,2.38e-05,0.079456,0.123
2693,538.55,0.08,72.196,0.20895,0.0007501,2.39e-05,0.071651,0.13
2694,538.06,0.22,71.996,0.20895,0.0007513,2.41e-05,0.069502,0.12
2695,539.96,0.19,72.042,0.20895,0.0007522,2.42e-05,0.049312,0.091
2696,550.17,0.1,72.322,0.20894,0.0007512,2.42e-05,0.033585,0.128
2697,544.57,0.04,72.319,0.20894,0.0007499,2.41e-05,0.037362,0.124
2698,533.5,0.07,72.045,0.20895,0.0007492,2.41e-05,0.046934,0.108
2699,525.4,0.07,72.355,0.20896,0.000749,2.41e-05,0.049286,0.093
2700,538.94,0.06,72.438,0.20895,0.0007491,2.4e-05,0.045085,0.121
2701,533.79,0.14,72.33,0.20895,0.0007479,2.39e-05,0.045719,0.118
2702,537.04,0.06,72.031,0.20895,0.0007449,2.38e-05,0.040391,0.115
2703,514.23,-0.02,71.951,0.20897,0.0007409,2.35e-05,0.031778,0.126
2704,509.71,0.09,72.052,0.20897,0.0007378,2.33e-05,0.028769,0.094
2705,487.62,0.15,71.793,0.20899,0.0007353,2.32e-05,0.029351,0.092
2706,499.75,0.14,71.392,0.20898,0.0007345,2.32e-05,0.029937,0.102
2707,481.01,-0.02,71.241,0.20899,0.0007345,2.3e-05,0.034157,0.101
2708,498.69,0.11,71.435,0.20898,0.0007365,2.31e-05,0.037171,0.122
2709,497.12,0.17,71.21,0.20898,0.0007402,2.33e-05,0.043799,0.105
2710,503.88,0.16,71.313,0.20897,0.0007443,2.35e-05,0.045075,0.116
2711,527.54,0.11,71.425,0.20895,0.0007474,2.37e-05,0.048969,0.116
2712,548.19,0.09,71.452,0.20894,0.0007489,2.39e-05,0.045088,0.125
2713,536.56,0.12,71.436,0.20895,0.0007483,2.38e-05,0.03614,0.11
2714,530.69,0.01,71.483,0.20895,0.0007461,2.38e-05,0.034484,0.115
2715,521.91,0.08,71.657,0.20896,0.0007441,2.37e-05,0.033939,0.113
2716,512.58,0.15,71.834,0.20897,0.0007444,2.38e-05,0.036034,0.101
2717,515.95,0.08,72.112,0.20897,0.0007465,2.4e-05,0.03882,0.083
2718,526.13,0.17,72.137,0.20896,0.0007487,2.42e-05,0.041505,0.121
2719,521.45,0.07,72.095,0.20896,0.0007493,2.44e-05,0.042075,0.124
2720,536.7,0.16,72.202,0.20895,0.0007479,2.45e-05,0.036142,0.111
2721,537.89,0.09,72.226,0.20895,0.0007442,2.45e-05,0.033464,0.115
2722,526.17,0.04,72.544,0.20896,0.0007406,2.42e-05,0.031182,0.11
2723,521.2,0.15,72.789,0.20897,0.0007365,2.41e-05,0.028262,0.094
2724,503.13,0.06,72.788,0.20898,0.000733,2.39e-05,0.030111,0.099
2725,491.09,0.06,72.654,0.20899,0.0007309,2.38e-05,0.02898,0.108
2726,470.28,0.07,72.659,0.20901,0.0007302,2.37e-05,0.029076,0.096
2727,486.98,0,72.366,0.20899,0.0007305,2.36e-05,0.033629,0.099
2728,493.79,0.09,72.349,0.20899,0.000732,2.37e-05,0.040483,0.112
2729,510.52,0.08,72.484,0.20897,0.0007344,2.39e-05,0.051073,0.1
2730,497.67,0.08,72.098,0.20898,0.000737,2.4e-05,0.051543,0.112
2731,503.3,0.11,72.032,0.20898,0.0007392,2.4e-05,0.05114,0.099
2732,513.71,0.15,71.487,0.20897,0.0007397,2.4e-05,0.044309,0.116
2733,511.59,0.04,71.265,0.20897,0.000739,2.39e-05,0.040336,0.114
2734,507.65,0.06,71.153,0.20897,0.0007385,2.39e-05,0.046052,0.104
2735,499.65,0.2,71.289,0.20898,0.0007393,2.4e-05,0.052343,0.102
2736,511.85,0.13,71.4,0.20897,0.0007402,2.4e-05,0.047368,0.09
2737,517.83,0.09,71.829,0.20896,0.0007404,2.4e-05,0.042023,0.114
2738,530.03,0.01,71.702,0.20895,0.0007406,2.41e-05,0.045342,0.128
2739,507.8,0.06,71.461,0.20897,0.0007425,2.42e-05,0.05504,0.101
2740,528.96,0.11,71.541,0.20895,0.0007442,2.42e-05,0.049347,0.096
2741,521.45,0.14,71.573,0.20896,0.0007442,2.41e-05,0.040308,0.117
2742,521.64,0.12,71.554,0.20896,0.0007425,2.39e-05,0.039752,0.111
2743,519.83,0.07,71.526,0.20896,0.0007405,2.35e-05,0.037691,0.111
2744,506.7,0.16,71.363,0.20897,0.0007377,2.32e-05,0.040471,0.109
2745,511.72,0.19,71.26,0.20897,0.0007356,2.31e-05,0.039902,0.096
2746,482.61,0.12,71.197,0.20899,0.0007325,2.29e-05,0.029157,0.103
2747,478.35,0.08,71.008,0.20899,0.0007281,2.26e-05,0.02349,0.119
2748,468.7,0.1,70.838,0.209,0.0007239,2.24e-05,0.017593,0.103
2749,465.95,0.16,70.781,0.209,0.0007217,2.22e-05,0.021176,0.102
2750,459.31,0.09,70.998,0.20901,0.0007228,2.23e-05,0.024595,0.088
2751,473.51,0.15,71.399,0.209,0.0007253,2.26e-05,0.031471,0.082
2752,488.41,0.05,71.838,0.20899,0.0007271,2.28e-05,0.026815,0.113
2753,503.17,0.04,71.937,0.20898,0.0007258,2.3e-05,0.022937,0.124
2754,502.93,0.03,72.099,0.20898,0.0007219,2.29e-05,0.025501,0.116
2755,494.44,0.06,72.332,0.20899,0.0007182,2.28e-05,0.025316,0.099
2756,476.83,0.17,72.26,0.209,0.0007166,2.27e-05,0.026096,0.09
2757,466.76,0.13,72.074,0.20901,0.0007164,2.27e-05,0.03296,0.079
2758,473.63,0.08,72.278,0.20901,0.0007173,2.28e-05,0.029136,0.099
2759,482.02,0.15,72.451,0.209,0.0007195,2.29e-05,0.027823,0.128
2760,490.63,0.17,72.424,0.20899,0.000722,2.3e-05,0.023158,0.098
2761,485.06,0.12,71.968,0.20899,0.0007233,2.32e-05,0.01974,0.113
2762,493.64,0,71.895,0.20899,0.000725,2.32e-05,0.022726,0.112
2763,503.22,0.06,71.841,0.20898,0.0007264,2.33e-05,0.020134,0.116
2764,506.31,0.11,71.685,0.20898,0.0007274,2.33e-05,0.019376,0.098
2765,497.85,0.08,71.501,0.20898,0.0007282,2.32e-05,0.024184,0.101
2766,499.32,0.22,71.509,0.20898,0.0007287,2.33e-05,0.030346,0.12
2767,497.16,0.21,71.54,0.20898,0.0007279,2.32e-05,0.029357,0.087
2768,500.87,0.14,71.347,0.20898,0.0007268,2.31e-05,0.025088,0.118
2769,487.09,0.09,71.15,0.20899,0.0007264,2.32e-05,0.0219,0.099
2770,485.34,0.16,71.012,0.20899,0.0007265,2.33e-05,0.022409,0.09
2771,511.6,0.03,71.22,0.20897,0.0007261,2.34e-05,0.035585,0.108
2772,503.96,0.12,71.229,0.20897,0.0007256,2.33e-05,0.032224,0.114
2773,479.6,0.11,71.123,0.20899,0.0007252,2.31e-05,0.030833,0.105
2774,484.38,0.07,71.239,0.20899,0.0007253,2.3e-05,0.03222,0.099
2775,491.59,0.1,71.515,0.20899,0.0007258,2.3e-05,0.036912,0.102
2776,475.33,0.17,71.65,0.209,0.0007259,2.31e-05,0.039003,0.097
2777,479.9,0.06,71.796,0.209,0.0007251,2.31e-05,0.040151,0.116
2778,494.64,0.1,71.853,0.20899,0.000724,2.31e-05,0.0395,0.1
2779,486.5,0.12,71.928,0.20899,0.0007232,2.31e-05,0.0275,0.102
2780,499.13,0.1,71.835,0.20898,0.0007218,2.31e-05,0.027217,0.099
2781,481.02,0.08,71.658,0.209,0.0007207,2.31e-05,0.027455,0.101
2782,481.93,0.11,71.432,0.20899,0.0007199,2.31e-05,0.030275,0.105
2783,475.47,0.09,71.542,0.209,0.0007193,2.3e-05,0.035303,0.101
2784,472.92,0.22,71.446,0.209,0.0007183,2.29e-05,0.031841,0.097
2785,474.21,0.13,71.221,0.209,0.0007171,2.28e-05,0.036524,0.109
2786,475.94,0.1,71.201,0.209,0.000715,2.27e-05,0.037127,0.095
2787,460.56,0.13,71.072,0.20901,0.0007116,2.25e-05,0.043816,0.111
2788,455.19,0.04,71.364,0.20902,0.0007076,2.21e-05,0.044021,0.105
2789,451.13,0.09,71.351,0.20902,0.0007047,2.19e-05,0.04124,0.088
2790,433.61,0.19,71.402,0.20904,0.000704,2.18e-05,0.028685,0.098
2791,447.12,0.1,71.423,0.20902,0.0007058,2.19e-05,0.020405,0.083
2792,441.13,0.09,71.627,0.20903,0.0007097,2.2e-05,0.017127,0.103
2793,472.77,0.05,71.818,0.20901,0.0007137,2.23e-05,0.020131,0.113
2794,488.75,0.06,72.108,0.20899,0.0007162,2.25e-05,0.021386,0.108
2795,491.72,0.16,72.011,0.20899,0.0007169,2.26e-05,0.022915,0.117
2796,496.99,0.06,71.928,0.20899,0.0007154,2.26e-05,0.025573,0.11
2797,482.94,0.13,72.015,0.209,0.0007132,2.25e-05,0.022794,0.102
2798,480.74,0.09,71.947,0.209,0.0007115,2.25e-05,0.025903,0.1
2799,473.64,0.03,71.86,0.20901,0.0007103,2.23e-05,0.026631,0.091
2800,470.4,0.08,71.966,0.20901,0.0007096,2.23e-05,0.023574,0.101
2801,477.45,0.11,72.064,0.209,0.0007088,2.23e-05,0.01656,0.111
2802,460.67,0.07,72.139,0.20902,0.0007072,2.22e-05,0.012961,0.106
2803,461.97,0.17,72.023,0.20902,0.0007055,2.22e-05,0.013823,0.101
2804,451.76,0.22,71.855,0.20902,0.0007044,2.22e-05,0.010834,0.107
2805,456.28,0.09,71.955,0.20902,0.0007032,2.21e-05,0.008638,0.074
2806,462.6,0.03,72.01,0.20902,0.0007012,2.21e-05,0.005329,0.108
2807,449.95,0.03,72.142,0.20903,0.0006989,2.2e-05,0.009066,0.105
2808,443.87,0.13,72.203,0.20903,0.0006971,2.19e-05,0.02035,0.097
2809,447.1,0.05,72.473,0.20903,0.0006958,2.18e-05,0.033201,0.089
2810,436.51,0.14,72.443,0.20904,0.000695,2.17e-05,0.02808,0.093
2811,441.24,0.06,72.459,0.20904,0.000696,2.16e-05,0.028244,0.107
2812,441.39,0.15,72.388,0.20904,0.000699,2.18e-05,0.02075,0.092
2813,448.88,0.19,72.298,0.20903,0.0007024,2.2e-05,0.015755,0.086
2814,462.39,0.09,72.092,0.20902,0.0007056,2.22e-05,0.014555,0.107
2815,467.88,0.16,72.032,0.20901,0.0007076,2.23e-05,0.014434,0.12
2816,487.77,0.06,72.04,0.209,0.0007089,2.25e-05,0.011065,0.106
2817,482.04,0.16,71.928,0.209,0.0007096,2.25e-05,0.016208,0.093
2818,487.08,0.14,71.786,0.20899,0.0007088,2.26e-05,0.010502,0.112
2819,491.08,0.02,71.701,0.20899,0.0007059,2.26e-05,0.005781,0.095
2820,457.82,0,71.69,0.20902,0.0007021,2.24e-05,0.007504,0.099
2821,456.19,0.14,71.748,0.20902,0.0006975,2.2e-05,0.007789,0.094
2822,436.62,0.1,71.689,0.20904,0.0006928,2.17e-05,0.008643,0.087
2823,426.01,0.12,71.707,0.20905,0.000689,2.13e-05,0.013099,0.09
2824,403.56,0.13,72.016,0.20907,0.0006859,2.09e-05,0.014537,0.079
2825,402.92,0.07,72.025,0.20907,0.0006829,2.07e-05,0.015929,0.094
2826,394.06,0.05,71.921,0.20907,0.0006801,2.06e-05,0.015188,0.08
2827,405.01,0.04,72.163,0.20907,0.0006777,2.05e-05,0.021647,0.09
2828,414.97,0.1,72.055,0.20906,0.0006764,2.04e-05,0.024858,0.09
2829,407.74,0.16,71.985,0.20906,0.0006765,2.05e-05,0.020045,0.074
2830,421.57,0.07,72.067,0.20905,0.0006769,2.05e-05,0.013023,0.096
2831,417.95,0.09,72.05,0.20906,0.0006768,2.06e-05,0.011766,0.099
2832,413.66,0.12,72.156,0.20906,0.0006763,2.07e-05,0.01182,0.086
2833,415.16,0.25,72.099,0.20906,0.0006751,2.06e-05,0.019838,0.096
2834,427.81,0.12,71.825,0.20905,0.0006738,2.06e-05,0.023274,0.085
2835,418.62,0.13,71.751,0.20906,0.0006733,2.06e-05,0.018624,0.089
2836,410.07,0.19,71.749,0.20906,0.0006727,2.06e-05,0.022521,0.091
2837,411.77,0.13,71.397,0.20906,0.000673,2.06e-05,0.025003,0.081
2838,402.03,0.13,71.385,0.20907,0.0006753,2.09e-05,0.030134,0.096
2839,409.87,0.05,71.278,0.20906,0.0006807,2.13e-05,0.036464,0.1
2840,421.58,0.05,71.147,0.20905,0.000688,2.19e-05,0.028632,0.081
2841,444.66,0.11,71.147,0.20903,0.0006951,2.25e-05,0.020799,0.096
2842,486.66,-0.02,71.156,0.20899,0.0006998,2.3e-05,0.022726,0.133
2843,487.12,0.09,71.064,0.20899,0.0007012,2.32e-05,0.022133,0.117
2844,491.32,0.17,71.146,0.20899,0.0006994,2.32e-05,0.021155,0.105
2845,480.52,0.03,71.12,0.209,0.0006946,2.29e-05,0.018249,0.106
2846,448.19,0.1,71.113,0.20903,0.0006886,2.25e-05,0.011968,0.08
2847,419.12,0.16,71.099,0.20905,0.0006829,2.21e-05,0.025926,0.091
2848,416.86,0.08,71.109,0.20905,0.0006792,2.17e-05,0.033111,0.082
2849,387.65,0.14,71.144,0.20908,0.0006773,2.14e-05,0.035726,0.079
2850,389.49,0.14,71.321,0.20908,0.0006769,2.13e-05,0.037273,0.079
2851,404.86,0.21,71.319,0.20906,0.000677,2.11e-05,0.039431,0.082
2852,408.52,0.05,71.067,0.20906,0.0006779,2.12e-05,0.047335,0.11
2853,416.27,0.08,71.059,0.20905,0.0006795,2.13e-05,0.049755,0.093
2854,419.22,0.12,71.094,0.20905,0.0006811,2.14e-05,0.059514,0.091
2855,426.97,0.14,71.193,0.20904,0.0006825,2.15e-05,0.061793,0.093
2856,432.54,0.09,71.285,0.20904,0.0006828,2.13e-05,0.053758,0.103
2857,441.78,0.07,71.344,0.20903,0.0006827,2.13e-05,0.03864,0.099
2858,441.4,0.11,71.446,0.20903,0.0006829,2.13e-05,0.027397,0.091
2859,430.1,0.01,71.679,0.20904,0.0006824,2.13e-05,0.028071,0.089
2860,415.38,0.16,71.736,0.20906,0.0006818,2.12e-05,0.042015,0.091
2861,420.15,0.05,71.688,0.20905,0.0006816,2.12e-05,0.058964,0.096
2862,425.39,0.09,71.932,0.20905,0.0006812,2.12e-05,0.06718,0.087
2863,420.27,0.11,71.987,0.20905,0.0006818,2.12e-05,0.06886,0.085
2864,425.52,0.12,72.027,0.20905,0.0006824,2.12e-05,0.058482,0.097
2865,420.3,0.25,71.962,0.20905,0.0006832,2.13e-05,0.045691,0.092
2866,438.03,0.03,72.107,0.20904,0.0006828,2.13e-05,0.043368,0.087
2867,436.57,0.15,72.143,0.20904,0.0006817,2.13e-05,0.041134,0.111
2868,434.31,0.05,72.177,0.20904,0.0006809,2.11e-05,0.034931,0.095
2869,432.37,0.15,72.15,0.20905,0.0006802,2.1e-05,0.035594,0.076
2870,419.45,0.2,72.119,0.20906,0.00068,2.1e-05,0.031768,0.102
2871,418.62,0.15,72.289,0.20906,0.00068,2.1e-05,0.035305,0.087
2872,422.18,0.15,72.333,0.20905,0.0006802,2.11e-05,0.055211,0.084
2873,427.81,0.08,72.504,0.20905,0.0006817,2.13e-05,0.058431,0.099
2874,431.41,0.14,72.573,0.20905,0.0006835,2.14e-05,0.059369,0.096
2875,439.22,0.07,72.722,0.20904,0.0006855,2.16e-05,0.048711,0.087
2876,460.91,0.1,72.961,0.20903,0.0006862,2.17e-05,0.041579,0.1
2877,452.13,0.22,73.122,0.20903,0.0006859,2.19e-05,0.032333,0.104
2878,449.31,0.1,72.925,0.20903,0.0006851,2.19e-05,0.022155,0.091
2879,439.68,0.13,72.665,0.20904,0.0006833,2.18e-05,0.014491,0.088
2880,435.23,0.1,72.492,0.20904,0.000681,2.17e-05,0.010782,0.086
2881,422.19,0.2,72.26,0.20905,0.000678,2.15e-05,0.003647,0.098
2882,430.68,0.14,71.91,0.20905,0.0006749,2.13e-05,0.017095,0.089
2883,401.38,0.23,71.708,0.20907,0.0006719,2.12e-05,0.029598,0.081
2884,390.36,0.07,71.549,0.20908,0.0006701,2.11e-05,0.032566,0.089
2885,402.68,0.14,71.568,0.20907,0.0006684,2.09e-05,0.035685,0.08
2886,378.95,0.07,71.028,0.20908,0.000667,2.07e-05,0.037023,0.083
2887,386.9,0.11,70.792,0.20908,0.0006649,2.06e-05,0.033737,0.091
2888,387.29,0.12,70.732,0.20908,0.0006637,2.04e-05,0.033209,0.09
2889,378.08,0.24,70.932,0.20909,0.0006644,2.03e-05,0.031305,0.086
2890,393.45,0.11,71.115,0.20907,0.0006669,2.03e-05,0.040653,0.077
2891,404.32,0.08,71.284,0.20907,0.0006696,2.05e-05,0.042369,0.087
2892,422.68,0.17,71.401,0.20905,0.000671,2.05e-05,0.047071,0.098
2893,415.46,0.15,71.298,0.20906,0.000672,2.06e-05,0.04654,0.111
2894,408.15,0.14,71.191,0.20906,0.0006735,2.08e-05,0.040596,0.088
2895,416.86,0.02,71.15,0.20905,0.000675,2.11e-05,0.040347,0.088
2896,434.67,0.15,71.345,0.20904,0.0006762,2.14e-05,0.042392,0.087
2897,417.21,0.03,71.436,0.20905,0.0006763,2.16e-05,0.039588,0.096
2898,424.3,0.06,71.633,0.20905,0.0006771,2.18e-05,0.044999,0.099
2899,413.31,0.16,71.47,0.20906,0.000678,2.2e-05,0.03956,0.089
2900,413.2,0.19,71.264,0.20906,0.0006793,2.21e-05,0.036973,0.082
2901,423.57,0.11,71.156,0.20905,0.0006805,2.21e-05,0.031558,0.097
2902,423.39,0.1,71.17,0.20905,0.0006804,2.2e-05,0.029878,0.099
2903,433.01,0.03,71.354,0.20904,0.0006785,2.2e-05,0.022039,0.093
2904,425.57,0.08,71.486,0.20905,0.000676,2.18e-05,0.010307,0.089
2905,413.64,0.16,71.363,0.20906,0.000672,2.16e-05,0.013562,0.083
2906,398.62,0.14,71.231,0.20907,0.0006675,2.11e-05,0.017516,0.09
2907,388.2,0.12,71.026,0.20908,0.0006647,2.09e-05,0.019093,0.089
2908,379.04,0.2,70.972,0.20908,0.000664,2.07e-05,0.013384,0.072
2909,376.52,0.04,71.162,0.20909,0.000665,2.08e-05,0.02483,0.076
2910,392.68,0.07,71.532,0.20908,0.0006664,2.09e-05,0.023719,0.089
2911,405.9,0.11,71.561,0.20907,0.0006674,2.11e-05,0.026506,0.088
2912,408.05,0.23,71.594,0.20906,0.000668,2.1e-05,0.023993,0.1
2913,412.77,0.13,71.525,0.20906,0.0006675,2.1e-05,0.022796,0.081
2914,411.54,0.08,71.576,0.20906,0.0006669,2.1e-05,0.019312,0.088
2915,401.08,0.05,71.705,0.20907,0.0006658,2.09e-05,0.017869,0.082
2916,398.37,0.14,71.795,0.20907,0.0006642,2.08e-05,0.019716,0.087
2917,396.27,0.03,71.992,0.20908,0.0006619,2.06e-05,0.01561,0.091
2918,391.68,0.14,71.945,0.20908,0.0006594,2.03e-05,0.011232,0.086
2919,386.45,0.08,71.724,0.20908,0.000657,2.02e-05,0.004514,0.078
2920,376.67,0.13,71.549,0.20909,0.000656,2e-05,0.000238,0.09
2921,373.05,0.11,71.552,0.20909,0.0006569,2e-05,-0.004367,0.069
2922,381.52,0.09,71.632,0.20909,0.0006579,2.01e-05,-0.006514,0.078
2923,388.57,0.07,71.752,0.20908,0.0006584,2.01e-05,-0.007117,0.094
2924,387.15,0.08,71.819,0.20908,0.0006579,2.01e-05,0.003842,0.098
2925,388.95,0.03,71.624,0.20908,0.0006578,2.01e-05,0.015161,0.089
2926,387.49,0.03,71.495,0.20908,0.0006588,2.03e-05,0.004375,0.079
2927,387.06,0.08,71.655,0.20908,0.0006614,2.05e-05,0.001331,0.077
2928,384.08,0.16,71.765,0.20908,0.0006638,2.06e-05,2e-05,0.092
2929,404.31,0.09,71.932,0.20907,0.0006647,2.07e-05,-0.001675,0.094
2930,414.47,-0.02,71.937,0.20906,0.0006637,2.06e-05,-8.7e-05,0.1
2931,415.58,0.18,72.012,0.20906,0.000662,2.06e-05,-0.004305,0.094
2932,402.7,0.03,71.793,0.20907,0.0006618,2.07e-05,0.0005,0.076
