Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
-290,-0.38,-0.01,73.621,0.20945,0.0003984,8e-07,-0.086726,-0.001
-289,-0.38,-0.01,73.621,0.20945,0.0003984,8e-07,-0.086726,-0.001
-288,-0.4,0.04,73.621,0.20946,0.0003985,8e-07,-0.079475,-0.001
-287,-0.3,0.07,73.621,0.20945,0.0003979,9e-07,-0.074385,-0.001
-286,-0.24,0.18,73.621,0.20945,0.0003978,9e-07,-0.06773,-0.001
-285,-0.13,0.06,73.622,0.20944,0.0003975,8e-07,-0.073131,-0.001
-284,-0.25,0.1,73.622,0.20946,0.0003979,8e-07,-0.067037,-0.001
-283,-0.29,0.03,73.622,0.20945,0.0003978,9e-07,-0.066575,-0.001
-282,-0.48,0.06,73.623,0.20945,0.0003986,9e-07,-0.065003,-0.001
-281,-0.4,0.05,73.622,0.20945,0.0003982,1e-06,-0.084443,-0.001
-280,-0.34,0.14,73.623,0.20946,0.0003979,1e-06,-0.090279,-0.001
-279,-0.33,0.13,73.52,0.20945,0.0003979,1e-06,-0.09554,-0.001
-278,-0.31,0.09,73.632,0.20946,0.0003978,1e-06,-0.095779,-0
-277,-0.33,0.12,73.797,0.20946,0.0003979,1e-06,-0.097107,0
-276,-0.43,0.07,73.988,0.20945,0.0003983,1e-06,-0.092367,-0
-275,-0.45,0.11,73.956,0.20944,0.0003984,1e-06,-0.089054,-0
-274,-0.46,0.06,74.041,0.20945,0.0003985,9e-07,-0.093254,-0.001
-273,-0.57,0.06,74.108,0.20946,0.0003989,9e-07,-0.098331,-0
-272,-0.6,0.07,74.152,0.20945,0.000399,9e-07,-0.096459,0
-271,-0.64,0.04,74.064,0.20945,0.0003991,9e-07,-0.093335,0
-270,-0.58,0.08,73.962,0.20945,0.0003987,1.1e-06,-0.095948,0.001
-269,-0.52,0.03,74.085,0.20945,0.0003985,1.1e-06,-0.096358,0.001
-268,-0.46,0.07,74.054,0.20944,0.0003985,9e-07,-0.092559,0.001
-267,-0.57,0.06,73.939,0.20946,0.0003989,9e-07,-0.088369,0
-266,-0.59,0.12,73.854,0.20945,0.000399,9e-07,-0.086827,0
-265,-0.5,0.09,73.997,0.20945,0.0003987,9e-07,-0.08191,-0
-264,-0.49,0.14,73.852,0.20945,0.0003985,1e-06,-0.081125,-0
-263,-0.46,-0.02,73.806,0.20946,0.0003984,1e-06,-0.082314,-0
-262,-0.47,0,73.736,0.20945,0.0003985,1e-06,-0.080031,-0
-261,-0.47,0.07,73.833,0.20945,0.0003985,1e-06,-0.080937,0
-260,-0.45,-0.01,74.055,0.20946,0.0003985,9e-07,-0.085925,-0
-259,-0.4,0.03,74.098,0.20945,0.0003984,9e-07,-0.093694,-0.001
-258,-0.5,-0.02,74.153,0.20945,0.0003986,9e-07,-0.10372,0
-257,-0.4,-0.01,74.38,0.20945,0.0003985,8e-07,-0.10393,-0
-256,-0.43,0,74.399,0.20945,0.0003985,8e-07,-0.094503,-0
-255,-0.48,0.1,74.384,0.20945,0.0003988,8e-07,-0.080455,-0.001
-254,-0.52,0.09,74.502,0.20945,0.000399,8e-07,-0.091797,-0
-253,-0.54,0.08,74.629,0.20946,0.000399,8e-07,-0.10463,0
-252,-2.42,0.15,74.727,0.20945,0.000399,8e-07,-0.10811,0.001
-251,4.44,0.04,74.608,0.20945,0.0003992,9e-07,-0.10645,0
-250,-0.85,0.05,74.528,0.20945,0.0003991,9e-07,-0.10371,-0
-249,9.39,0.07,74.552,0.20944,0.0003988,9e-07,-0.112,-0
-248,0.88,0.15,74.35,0.20945,0.0003992,9e-07,-0.11022,0.001
-247,-11.84,0.08,73.906,0.20946,0.0003991,9e-07,-0.10443,0
-246,-5.85,0.13,73.64,0.20945,0.0003992,9e-07,-0.1058,0
-245,7.36,0.07,73.663,0.20944,0.000399,9e-07,-0.09623,0
-244,-7.03,0.11,73.564,0.20945,0.0003985,9e-07,-0.10605,-0
-243,-14.06,0.07,73.427,0.20946,0.0003985,8e-07,-0.10827,-0.001
-242,-0.94,0,73.398,0.20945,0.0003985,8e-07,-0.10666,-0
-241,-1.63,0.04,73.339,0.20945,0.0003986,8e-07,-0.10045,-0
-240,-4.31,0.09,73.275,0.20945,0.0003985,8e-07,-0.090489,-0.001
-239,-5.06,0.15,73.236,0.20945,0.0003981,8e-07,-0.089441,-0.001
-238,-6.44,0.04,73.221,0.20945,0.0003979,9e-07,-0.088397,-0
-237,-2.23,0.07,73.527,0.20945,0.0003973,1e-06,-0.089417,0
-236,-11.28,0.16,73.635,0.20946,0.0003973,1.1e-06,-0.086866,-0.001
-235,-0.51,0.03,73.522,0.20945,0.0003975,1.2e-06,-0.082438,-0.001
-234,5.97,0.14,73.554,0.20944,0.0003972,1.1e-06,-0.078835,-0.001
-233,-0.22,0.09,73.457,0.20945,0.0003973,1.1e-06,-0.072806,0
-232,-3.12,0.09,73.376,0.20945,0.0003975,9e-07,-0.077198,0.001
-231,16.39,0.09,73.531,0.20944,0.0003976,9e-07,-0.08327,-0.001
-230,11.26,0.11,73.742,0.20944,0.0003973,9e-07,-0.084925,-0.001
-229,5.86,0.06,73.84,0.20944,0.0003973,9e-07,-0.080998,-0.001
-228,0.51,0.09,73.92,0.20945,0.0003973,9e-07,-0.079928,-0.001
-227,-1.08,0.05,73.692,0.20945,0.0003979,9e-07,-0.079008,-0
-226,-1.87,0.02,73.698,0.20945,0.0003979,1e-06,-0.080018,-0
-225,10.82,0.05,73.748,0.20944,0.0003978,9e-07,-0.079128,-0.001
-224,2.38,0.06,73.897,0.20945,0.0003984,9e-07,-0.077993,0
-223,8.7,0.19,74.116,0.20944,0.0003981,9e-07,-0.076535,0.001
-222,0.76,0.12,74.213,0.20945,0.0003983,9e-07,-0.071461,0
-221,5.21,0.1,74.255,0.20945,0.0003985,9e-07,-0.07093,0.001
-220,20.22,0.11,74.223,0.20943,0.0003987,1e-06,-0.072869,0
-219,3.53,0.1,74.257,0.20945,0.0003991,1e-06,-0.08102,0.001
-218,4.85,0.03,74.388,0.20945,0.0003992,1e-06,-0.082477,0.001
-217,8.44,0.06,74.736,0.20944,0.0003992,9e-07,-0.072516,0.001
-216,5.03,0,75.017,0.20945,0.0003993,9e-07,-0.074242,0
-215,-2.89,0.17,75.118,0.20945,0.0003991,9e-07,-0.069172,0.001
-214,-11.1,0.05,75.233,0.20946,0.0003991,9e-07,-0.073833,0.001
-213,7.48,0.1,75.211,0.20944,0.0003985,9e-07,-0.08119,-0
-212,11.82,0.14,75.27,0.20944,0.0003985,9e-07,-0.07953,0
-211,10.11,0.22,75.322,0.20944,0.0003985,1e-06,-0.071951,0
-210,-0.82,0.03,75.287,0.20945,0.0003986,1e-06,-0.06401,0
-209,1.1,0.2,75.105,0.20945,0.0003985,1e-06,-0.060123,0
-208,-3.46,0.03,74.895,0.20945,0.0003986,1e-06,-0.059585,0
-207,-7.73,0.24,74.763,0.20945,0.0003989,1e-06,-0.054167,-0
-206,-6.88,0.09,74.641,0.20945,0.0003991,9e-07,-0.042051,0.001
-205,-11.91,0.05,74.654,0.20946,0.0003993,1e-06,-0.044423,0
-204,-6.08,0.01,74.41,0.20945,0.0003992,1.1e-06,-0.039272,0
-203,1.74,0.14,74.289,0.20945,0.0003987,1.1e-06,-0.045163,0
-202,2.2,0.18,74.071,0.20945,0.0003986,1.1e-06,-0.045162,0.001
-201,-3.15,0.07,73.75,0.20945,0.0003987,1e-06,-0.038662,0
-200,3.65,0.11,73.441,0.20945,0.0003989,1e-06,-0.032137,0
-199,-2.53,0.05,73.345,0.20945,0.0003986,1e-06,-0.038219,-0
-198,-11.2,0.09,73.269,0.20946,0.0003987,1e-06,-0.05355,0
-197,-15.8,0.1,73.211,0.20946,0.0003986,9e-07,-0.067149,0.001
-196,-8.75,0.11,73.224,0.20946,0.0003985,9e-07,-0.074373,0.001
-195,-1.09,0.07,73.095,0.20945,0.0003981,9e-07,-0.076288,0
-194,-11.78,0.09,73.141,0.20946,0.000398,1e-06,-0.074603,0
-193,-1.67,0.05,73.106,0.20945,0.000398,1.1e-06,-0.081062,-0
-192,3.47,0.24,73.138,0.20945,0.000398,1.1e-06,-0.079564,-0
-191,0.92,0.13,73.38,0.20945,0.0003979,1.1e-06,-0.068529,-0
-190,1.46,0.12,73.668,0.20945,0.0003979,1.2e-06,-0.061511,0
-189,1.6,0.12,73.941,0.20945,0.0003981,1.2e-06,-0.07,0.001
-188,-3.83,0.04,74.394,0.20945,0.0003986,1.3e-06,-0.075631,0.001
-187,-5.76,0.08,74.615,0.20945,0.0003985,1.2e-06,-0.082253,0
-186,-4.27,0.13,74.703,0.20945,0.0003986,1e-06,-0.085585,-0
-185,-3.27,0.14,74.926,0.20945,0.0003986,1e-06,-0.079547,-0
-184,1.03,0.1,75.206,0.20945,0.0003985,1e-06,-0.073412,0
-183,-3.32,0.16,75.388,0.20945,0.0003986,1e-06,-0.074181,-0
-182,4.02,0.23,75.456,0.20945,0.0003986,1e-06,-0.06935,-0
-181,-12.85,0.19,75.459,0.20946,0.0003985,1e-06,-0.067933,-0
-180,-9.74,0.09,75.528,0.20946,0.0003979,1.1e-06,-0.073809,0
-179,5.51,0.06,75.396,0.20945,0.0003979,1.1e-06,-0.071499,0
-178,0.81,0.17,75.141,0.20945,0.000398,1.1e-06,-0.062291,-0
-177,-21.28,0.09,74.952,0.20946,0.0003978,1.1e-06,-0.061098,-0
-176,-8.16,-0.02,74.788,0.20946,0.000398,1.1e-06,-0.070507,-0.001
-175,-10.43,0.1,74.535,0.20946,0.000398,1.1e-06,-0.07742,-0
-174,-0.96,0.07,74.271,0.20945,0.0003978,1.2e-06,-0.075269,0
-173,-22.58,0.13,74.408,0.20947,0.0003979,1.1e-06,-0.073029,-0
-172,1.01,0.05,74.587,0.20945,0.0003985,1e-06,-0.075878,-0
-171,-3.3,0.16,74.698,0.20945,0.0003985,1e-06,-0.073003,0
-170,-9.16,0.06,74.669,0.20946,0.0003989,1.1e-06,-0.080871,-0
-169,7.22,0.04,74.733,0.20944,0.0003986,1.1e-06,-0.085603,-0
-168,0.15,0.14,74.875,0.20945,0.0003984,1e-06,-0.091286,0
-167,16.69,0.17,74.958,0.20944,0.0003986,1e-06,-0.095483,0
-166,3.73,0.12,74.949,0.20945,0.000398,9e-07,-0.10354,0
-165,3.64,0.1,74.885,0.20945,0.000398,9e-07,-0.10048,0
-164,-4.84,0.03,74.546,0.20945,0.000398,8e-07,-0.10039,0
-163,5.35,0.16,74.198,0.20945,0.0003984,9e-07,-0.10005,-0
-162,2.47,0.06,73.89,0.20945,0.0003984,9e-07,-0.10005,-0
-161,-8.45,0.16,73.652,0.20946,0.0003985,9e-07,-0.095876,-0
-160,5.96,0.15,73.539,0.20944,0.0003985,1e-06,-0.088858,-0
-159,15.9,0,73.41,0.20944,0.0003985,1e-06,-0.080021,-0
-158,-3.67,0.08,73.07,0.20945,0.0003987,1.1e-06,-0.068132,0
-157,7.87,0.05,72.885,0.20944,0.0003985,1.1e-06,-0.06198,-0
-156,-4.16,0.07,72.844,0.20945,0.0003985,1.2e-06,-0.056611,-0
-155,-1.79,0.04,72.898,0.20945,0.0003985,1.2e-06,-0.063659,-0
-154,0.03,0.15,73.095,0.20945,0.0003986,1.1e-06,-0.05833,0
-153,-0.16,0.03,72.911,0.20945,0.0003984,1.1e-06,-0.062376,0
-152,-5.9,0.12,72.957,0.20945,0.0003986,1.1e-06,-0.068812,-0
-151,-3.76,-0,72.942,0.20945,0.0003985,1e-06,-0.072803,-0
-150,-1.02,0.12,72.674,0.20945,0.0003979,9e-07,-0.073518,-0.001
-149,13.48,0.17,72.442,0.20944,0.0003978,9e-07,-0.074109,-0
-148,9.84,0.08,72.389,0.20944,0.0003974,8e-07,-0.068902,-0
-147,-18.02,0.03,72.255,0.20946,0.0003975,8e-07,-0.064714,-0
-146,-1.78,0.06,72.223,0.20945,0.0003978,8e-07,-0.061905,-0.001
-145,-10.92,0.13,72.257,0.20946,0.0003981,8e-07,-0.064794,-0
-144,0.82,0.1,72.189,0.20945,0.0003979,9e-07,-0.061274,-0.001
-143,5.03,0.14,72.247,0.20945,0.0003978,8e-07,-0.071558,0.001
-142,3.35,0.06,72.068,0.20945,0.0003981,8e-07,-0.078865,0.001
-141,4.02,0.07,72.048,0.20945,0.000398,8e-07,-0.080168,0.001
-140,16.28,0.11,72.162,0.20944,0.0003979,8e-07,-0.08,0
-139,7.18,0.09,72.264,0.20944,0.000398,9e-07,-0.076165,0
-138,0.1,0.04,72.372,0.20945,0.0003985,9e-07,-0.079641,0.001
-137,-0.78,0.04,72.392,0.20945,0.0003982,9e-07,-0.087957,-0
-136,-1.76,0.11,72.272,0.20945,0.0003979,9e-07,-0.089096,0
-135,-1.61,0.05,72.148,0.20945,0.0003978,8e-07,-0.088122,0
-134,0.22,0.03,72.271,0.20945,0.0003979,8e-07,-0.087857,-0
-133,-4.17,0.12,72.352,0.20945,0.0003978,8e-07,-0.083983,-0.001
-132,-1.04,0.06,72.629,0.20945,0.0003978,1e-06,-0.082658,-0.001
-131,-5.15,0.14,72.558,0.20945,0.0003979,1e-06,-0.083286,-0
-130,-8.71,0.1,72.559,0.20946,0.000398,1e-06,-0.078502,-0.001
-129,-6.96,0.03,72.521,0.20945,0.0003978,1.1e-06,-0.078116,-0.001
-128,4.15,0.07,72.599,0.20945,0.0003978,1.1e-06,-0.07853,-0
-127,8.2,0.09,72.668,0.20944,0.0003979,1.1e-06,-0.070501,0.001
-126,-0.64,0.06,72.768,0.20945,0.0003978,1e-06,-0.060196,0.001
-125,10.84,0.06,72.937,0.20944,0.0003979,1e-06,-0.040524,0
-124,-0.38,0.11,73.005,0.20945,0.0003979,1.1e-06,-0.034573,-0
-123,3.67,-0.02,73.165,0.20945,0.000398,1.1e-06,-0.029967,-0.001
-122,13.63,0.14,73.088,0.20944,0.0003983,1.1e-06,-0.033985,-0.001
-121,1.6,0,73.173,0.20945,0.0003981,1.1e-06,-0.047797,-0.001
-120,-1.59,0.02,73.233,0.20945,0.0003979,1.1e-06,-0.059677,-0
-119,3.9,0.01,73.306,0.20945,0.0003979,1.2e-06,-0.064423,-0.001
-118,-1.77,0.14,73.208,0.20945,0.0003985,1.1e-06,-0.079083,-0.001
-117,-6.98,0.09,73.206,0.20945,0.0003987,1.1e-06,-0.067427,-0.001
-116,-3.94,0.19,73.458,0.20945,0.0003978,1e-06,-0.060373,-0.001
-115,-1.22,0.08,73.302,0.20945,0.0003978,1e-06,-0.052706,-0
-114,-5.32,0.04,73.011,0.20945,0.0003978,1.1e-06,-0.049865,-0.001
-113,-2.22,0.18,72.683,0.20945,0.0003982,1.1e-06,-0.04256,-0
-112,1.74,0.14,72.742,0.20945,0.0003987,1.1e-06,-0.035184,-0.001
-111,-2.68,0.25,72.821,0.20945,0.0003985,1e-06,-0.029151,-0
-110,-1.11,-0.04,72.726,0.20945,0.0003984,9e-07,-0.033209,-0
-109,1.63,0.02,72.752,0.20945,0.0003986,9e-07,-0.032451,0
-108,-6.45,-0.08,72.885,0.20945,0.0003987,9e-07,-0.031339,-0.001
-107,-3.79,0.06,72.77,0.20945,0.0003984,9e-07,-0.027413,-0
-106,-5.46,0.11,72.514,0.20945,0.0003986,1e-06,-0.030636,-0.001
-105,-6.39,0.09,72.574,0.20945,0.0003987,1.1e-06,-0.03256,-0
-104,-11.87,0.09,72.607,0.20946,0.0003979,1.1e-06,-0.053487,-0
-103,-8.32,0.12,72.702,0.20946,0.0003982,1e-06,-0.063757,0
-102,-7.7,0.05,72.621,0.20945,0.0003984,1e-06,-0.058483,-0
-101,-7.88,0.09,72.505,0.20946,0.0003981,9e-07,-0.057905,-0
-100,-12.31,0.05,72.477,0.20946,0.0003985,7e-07,-0.059827,-0
-99,-3.06,0.08,72.693,0.20945,0.0003987,7e-07,-0.055771,-0.001
-98,-14.2,0.1,72.699,0.20946,0.0003986,8e-07,-0.055686,-0
-97,-6.27,0.14,72.713,0.20945,0.0003985,8e-07,-0.044816,0
-96,-0.53,0.13,72.764,0.20945,0.0003986,9e-07,-0.046381,0
-95,-6.81,0.03,72.768,0.20945,0.0003986,1e-06,-0.046673,0.001
-94,1.9,0.11,72.901,0.20945,0.0003985,1e-06,-0.047086,0.001
-93,-2.43,0.08,73.084,0.20945,0.0003982,1e-06,-0.053177,-0
-92,-11.93,0.11,73.282,0.20946,0.0003979,9e-07,-0.055428,-0
-91,-0.27,0.1,73.331,0.20945,0.000398,9e-07,-0.064933,-0
-90,0.22,0.11,73.471,0.20945,0.0003983,8e-07,-0.075025,-0.001
-89,10.56,0.09,73.143,0.20944,0.0003983,8e-07,-0.08083,-0.001
-88,13.59,0.09,73.108,0.20944,0.0003978,8e-07,-0.081651,-0.001
-87,4.7,0.12,73.24,0.20945,0.000398,9e-07,-0.089266,-0.001
-86,11.43,0.07,73.154,0.20944,0.0003985,9e-07,-0.0978,-0
-85,10.45,0.17,73.097,0.20944,0.0003984,1e-06,-0.098789,-0
-84,8.33,0.07,73.087,0.20944,0.0003985,1e-06,-0.096671,-0
-83,4.79,0.09,73.061,0.20945,0.0003986,1e-06,-0.099577,-0
-82,5.23,0.07,73.088,0.20944,0.0003985,1e-06,-0.098766,0
-81,4.67,0.13,73.24,0.20945,0.0003986,1e-06,-0.09444,0
-80,2.82,0.08,73.291,0.20945,0.0003985,9e-07,-0.10747,0
-79,6.48,0.16,73.515,0.20944,0.0003985,9e-07,-0.10795,0
-78,3.09,0.06,73.641,0.20945,0.0003986,1e-06,-0.09694,0
-77,10.37,-0,73.616,0.20944,0.0003988,1e-06,-0.093104,-0
-76,-20.97,0.13,73.579,0.20946,0.0003992,1e-06,-0.094235,0.001
-75,3.79,0.15,73.759,0.20945,0.0003984,1e-06,-0.090585,0.001
-74,5.71,0.03,73.831,0.20944,0.0003984,1e-06,-0.091339,0.001
-73,-6.71,0.16,73.823,0.20945,0.0003985,1e-06,-0.094817,0
-72,-13.12,0.17,73.565,0.20946,0.0003985,1e-06,-0.093884,-0.001
-71,7.69,0.08,73.473,0.20944,0.0003985,1e-06,-0.087061,-0.001
-70,-6.36,0.12,73.428,0.20945,0.0003986,9e-07,-0.085397,-0
-69,-10.42,0.16,73.349,0.20946,0.0003986,8e-07,-0.08841,-0
-68,0.32,0.08,73.108,0.20945,0.0003985,8e-07,-0.082079,-0
-67,-3.13,0.13,73.091,0.20945,0.0003985,9e-07,-0.074418,-0
-66,3.59,0.12,73.056,0.20945,0.0003987,9e-07,-0.073647,-0.001
-65,-2.47,0.04,72.804,0.20945,0.0003984,9e-07,-0.078413,-0.001
-64,-1.95,0,72.993,0.20945,0.0003985,8e-07,-0.086364,-0
-63,-4.88,0.07,73.269,0.20945,0.0003986,8e-07,-0.10127,-0.001
-62,3.45,0.11,73.48,0.20945,0.0003985,8e-07,-0.096816,-0.001
-61,-4.91,0.12,73.52,0.20945,0.0003985,9e-07,-0.094403,-0.001
-60,1.44,0.07,73.523,0.20945,0.0003984,1e-06,-0.089829,-0.001
-59,2.01,0.09,73.57,0.20945,0.0003986,1.1e-06,-0.076296,-0.001
-58,-3.77,0.15,73.664,0.20945,0.0003986,1.1e-06,-0.072547,-0.001
-57,2.47,0.19,73.849,0.20945,0.0003985,1.1e-06,-0.067295,-0.001
-56,-6.24,0.12,74.042,0.20945,0.0003981,1e-06,-0.064123,-0.001
-55,11.41,0.01,74.131,0.20944,0.0003978,1.1e-06,-0.071325,-0.001
-54,11.48,0.1,73.903,0.20944,0.0003978,1.1e-06,-0.074823,-0.001
-53,11.17,0.13,73.571,0.20944,0.000398,1.1e-06,-0.070275,-0.001
-52,-1.22,0.12,73.396,0.20945,0.0003985,1.1e-06,-0.075201,-0.001
-51,-6.72,0.11,73.302,0.20945,0.0003984,1.1e-06,-0.075417,-0.001
-50,5.41,0.14,73.359,0.20944,0.000398,1.1e-06,-0.075061,-0.001
-49,7.18,-0.01,73.352,0.20944,0.0003985,9e-07,-0.075284,-0
-48,1.35,0.09,73.5,0.20945,0.0003985,9e-07,-0.077269,-0.001
-47,-9.61,0.04,73.486,0.20946,0.0003985,9e-07,-0.073871,-0.001
-46,-5.19,0.15,73.421,0.20945,0.0003985,9e-07,-0.076096,-0.001
-45,-6.74,0.09,73.629,0.20945,0.0003985,9e-07,-0.077206,-0.001
-44,-5.63,0.09,73.796,0.20945,0.0003984,9e-07,-0.078538,-0
-43,-10.36,0.07,73.945,0.20946,0.0003986,9e-07,-0.076475,0
-42,1.61,0.12,74.061,0.20945,0.0003986,9e-07,-0.068824,-0
-41,7.68,0.11,74.204,0.20944,0.0003985,9e-07,-0.061198,-0
-40,-5.13,0.19,74.22,0.20945,0.0003985,9e-07,-0.069943,-0.001
-39,-3.62,0.15,74.37,0.20945,0.0003985,9e-07,-0.080794,-0.001
-38,-0.25,0.04,74.236,0.20945,0.0003986,9e-07,-0.094721,-0.001
-37,15.55,0.13,74.202,0.20944,0.0003985,9e-07,-0.1036,-0.001
-36,-3.99,0.12,74.367,0.20945,0.0003989,8e-07,-0.10031,-0.001
-35,-5.8,0.12,74.416,0.20945,0.000399,8e-07,-0.091942,-0.001
-34,-7.26,0.12,74.406,0.20945,0.0003991,8e-07,-0.096147,-0
-33,0.96,0.15,74.281,0.20945,0.000399,9e-07,-0.096042,-0.001
-32,-9.26,0.12,74.341,0.20946,0.0003991,9e-07,-0.098936,-0.001
-31,0.36,0.05,74.303,0.20945,0.0003992,9e-07,-0.093618,-0.001
-30,-21.07,0.07,74.367,0.20946,0.0003985,9e-07,-0.093625,-0.001
-29,-6.11,0.19,74.144,0.20945,0.0003989,9e-07,-0.092307,-0.001
-28,-3.54,0.08,74.176,0.20945,0.0003987,8e-07,-0.088192,-0.001
-27,-7.14,0.1,74.084,0.20945,0.0003986,9e-07,-0.089582,-0.001
-26,-2.94,0.17,73.947,0.20945,0.0003986,8e-07,-0.091687,-0.001
-25,-4.41,0.16,73.833,0.20945,0.0003985,8e-07,-0.088457,-0.001
-24,-4.22,0.08,73.785,0.20945,0.0003985,8e-07,-0.089967,-0.001
-23,-17.9,0.08,73.78,0.20946,0.0003988,8e-07,-0.097584,-0.001
-22,-3.24,0.08,73.737,0.20945,0.0003992,9e-07,-0.09275,-0.001
-21,-12.88,0.11,73.689,0.20946,0.0003986,9e-07,-0.080637,-0
-20,-1.4,0.14,73.588,0.20945,0.0003985,8e-07,-0.08171,-0
-19,-4.09,0.07,73.786,0.20945,0.0003988,8e-07,-0.082283,-0.001
-18,-2.9,0.08,73.832,0.20945,0.0003989,8e-07,-0.080073,-0.001
-17,-4.26,0.03,73.923,0.20945,0.0003986,8e-07,-0.071502,-0
-16,11.67,0.06,73.957,0.20944,0.0003992,9e-07,-0.072351,-0.001
-15,-0.68,0.11,73.859,0.20945,0.0003991,1e-06,-0.075885,-0
-14,-2.55,0.06,73.833,0.20945,0.0003991,1e-06,-0.076618,-0
-13,2.94,0.06,73.88,0.20945,0.000399,1e-06,-0.07734,0
-12,-9.14,0.06,73.781,0.20946,0.0003991,9e-07,-0.083398,0
-11,-11.34,0.03,73.79,0.20946,0.0003992,9e-07,-0.084745,-0
-10,3.05,0.05,73.813,0.20945,0.0003991,9e-07,-0.090524,-0
-9,14.99,0.13,73.659,0.20944,0.0003992,9e-07,-0.092348,-0
-8,14.29,0.14,73.418,0.20944,0.0003993,8e-07,-0.091158,-0.001
-7,13.42,0.06,73.203,0.20944,0.0003994,9e-07,-0.087241,-0.001
-6,14.02,0.11,73.098,0.20944,0.0003997,1e-06,-0.080857,-0.001
-5,11.12,0.12,73.149,0.20944,0.0004002,9e-07,-0.075172,-0
-4,5.63,-0.01,72.998,0.20944,0.0004003,8e-07,-0.069228,-0
-3,13.92,0.1,72.962,0.20944,0.0004006,8e-07,-0.072586,-0
-2,7.08,0.08,72.995,0.20944,0.0004009,8e-07,-0.07715,-0
-1,-2.62,0.09,72.738,0.20945,0.0004012,9e-07,-0.088502,0
0,7.29,0.06,72.563,0.20944,0.0004006,9e-07,-0.086106,-0.001
1,9.12,0.04,72.452,0.20944,0.0004008,9e-07,-0.075139,-0.001
2,2.06,0.04,72.34,0.20945,0.0004009,9e-07,-0.065807,-0.001
3,12.74,0.19,72.476,0.20944,0.0004003,8e-07,-0.05553,-0.001
4,6.79,0.12,72.543,0.20944,0.0004004,7e-07,-0.065088,-0.001
5,13.21,0.15,72.379,0.20944,0.0004006,7e-07,-0.077203,-0.001
6,10.66,0.18,72.186,0.20944,0.0004009,7e-07,-0.08022,-0.001
7,8.14,0.21,71.984,0.20944,0.0004009,8e-07,-0.079727,-0.001
8,4.04,0.02,71.823,0.20945,0.000401,8e-07,-0.077796,-0
9,-2.61,0.13,71.695,0.20945,0.000401,8e-07,-0.071449,-0.001
10,1.81,0.04,71.481,0.20945,0.0004009,9e-07,-0.060294,-0
11,0.36,0.06,71.286,0.20945,0.0004009,8e-07,-0.067917,-0
12,13.27,0.14,71.368,0.20944,0.0004009,9e-07,-0.072237,-0.001
13,5.18,0.11,71.093,0.20944,0.0004003,9e-07,-0.075158,-0.001
14,8.42,0.16,70.78,0.20944,0.000401,9e-07,-0.062676,-0.001
15,3.69,0.07,70.812,0.20945,0.0004019,9e-07,-0.057901,-0.001
16,10.27,0.17,70.91,0.20944,0.0004036,9e-07,-0.054395,-0.001
17,7.74,0.07,71.032,0.20944,0.0004064,9e-07,-0.052007,0
18,16.86,0.21,71.209,0.20943,0.0004102,1.1e-06,-0.050767,0.002
19,35.29,0.08,71.54,0.20942,0.0004147,1.2e-06,-0.048567,0.007
20,43.61,0.16,71.79,0.20941,0.0004211,1.2e-06,-0.057542,0.009
21,46.29,0.09,71.948,0.20941,0.0004292,1.2e-06,-0.063839,0.008
22,70.34,0.15,71.866,0.20938,0.0004496,1.3e-06,-0.061803,0.01
23,81.05,0.09,71.99,0.20937,0.0004703,1.3e-06,-0.066464,0.018
24,115.36,0.03,72.27,0.20934,0.0004951,1.5e-06,-0.059507,0.024
25,144.43,0.19,72.336,0.20931,0.0005183,1.6e-06,-0.057998,0.023
26,189.61,0.07,72.414,0.20928,0.0005275,1.8e-06,-0.049508,0.032
27,192.5,0.1,72.526,0.20927,0.0005409,1.9e-06,-0.045649,0.056
28,233.18,0.06,72.577,0.20924,0.0005595,2e-06,-0.042117,0.042
29,239.87,0.05,72.713,0.20923,0.000583,2.1e-06,-0.040557,0.033
30,263.15,0.09,72.671,0.2092,0.0006113,2.3e-06,-0.039322,0.043
31,299.91,0.09,72.501,0.20917,0.0006277,2.4e-06,-0.01498,0.048
32,321.51,0.12,72.704,0.20915,0.0006455,2.5e-06,-0.001386,0.051
33,364.43,0.11,72.721,0.20911,0.0006719,2.7e-06,-0.004156,0.07
34,386.66,0.1,72.701,0.20909,0.0007015,2.9e-06,0.00839,0.064
35,420.48,0.17,72.862,0.20906,0.0007275,3e-06,0.026449,0.056
36,464.97,0.1,73.106,0.20902,0.0007421,3.2e-06,0.049049,0.067
37,496.17,0.22,73.059,0.209,0.0007554,3.2e-06,0.036285,0.081
38,490.61,0.22,72.847,0.20899,0.0008009,3.3e-06,0.066135,0.086
39,514.13,0.2,72.674,0.20896,0.0008611,3.5e-06,0.1015,0.063
40,561.08,0.11,72.877,0.20891,0.0009119,3.8e-06,0.12766,0.058
41,634.8,0.18,73.418,0.20886,0.0009309,4e-06,0.13878,0.087
42,700.2,0.12,73.433,0.2088,0.0009376,4.1e-06,0.14697,0.104
43,745.35,0.1,73.466,0.20877,0.0009446,4.2e-06,0.15833,0.101
44,753.23,0.07,73.369,0.20875,0.0009781,4.3e-06,0.15283,0.077
