measurementId,elapsedSeconds,outsideTemperatureC,cabinSensorMedianC
657,9076.095311299,29.276959188,36.513890771
658,9089.930822444,29.276959188,36.573890771
659,9103.766333590,29.276959188,36.513890771
660,9117.601844735,29.276959188,36.513890771
661,9131.437355880,29.406959188,36.513890771
662,9145.272867025,29.406959188,36.443890771
663,9159.108378171,29.406959188,36.443890771
664,9172.943889316,29.406959188,36.443890771
665,9186.779400461,29.276959188,36.383890771
666,9200.614911606,29.406959188,36.443890771
667,9214.450422752,29.336959188,36.383890771
668,9228.285933897,29.336959188,36.383890771
669,9242.121445042,29.216959188,36.323890771
670,9255.956956188,29.156959188,36.323890771
671,9269.792467333,29.216959188,36.383890771
672,9283.627978478,29.276959188,36.323890771
673,9297.463489623,29.276959188,36.323890771
674,9311.299000769,29.216959188,36.263890771
675,9325.134511914,29.216959188,36.263890771
676,9338.970023059,29.276959188,36.263890771
677,9352.805534204,29.216959188,36.263890771
678,9366.641045350,29.276959188,36.263890771
679,9380.476556495,29.216959188,36.193890771
680,9394.312067640,29.156959188,36.193890771
681,9408.147578786,29.156959188,36.263890771
682,9421.983089931,29.156959188,36.193890771
683,9435.818601076,29.156959188,36.193890771
684,9449.654112221,28.966959188,36.193890771
685,9463.489623367,29.026959188,36.193890771
686,9477.325134512,29.026959188,36.154733689
687,9491.160645657,29.026959188,36.133890771
688,9504.996156802,29.026959188,36.133890771
689,9518.831667948,29.086959188,36.133890771
690,9532.667179093,29.026959188,36.073890771
691,9546.502690238,29.086959188,36.094733689
692,9560.338201384,29.026959188,36.073890771
693,9574.173712529,29.026959188,36.073890771
694,9588.009223674,29.026959188,36.013890771
695,9601.844734819,29.026959188,36.013890771
696,9615.680245965,29.026959188,35.974733689
697,9629.515757110,28.966959188,36.013890771
698,9643.351268255,29.026959188,36.013890771
699,9657.186779400,29.026959188,35.943890771
700,9671.022290546,29.026959188,35.943890771
701,9684.857801691,29.026959188,35.943890771
702,9698.693312836,29.026959188,35.943890771
703,9712.528823982,28.966959188,35.904733689
704,9726.364335127,28.836959188,35.844733689
705,9740.199846272,28.836959188,35.844733689
706,9754.035357417,28.776959188,35.784733689
707,9767.870868563,28.776959188,35.784733689
708,9781.706379708,28.776959188,35.724733689
709,9795.541890853,28.776959188,35.724733689
710,9809.377401998,28.776959188,35.594733689
711,9823.212913144,28.836959188,35.443890771
712,9837.048424289,28.836959188,35.383890771
713,9850.883935434,28.836959188,35.443890771
714,9864.719446580,28.906959188,35.443890771
715,9878.554957725,28.966959188,35.443890771
716,9892.390468870,29.086959188,35.443890771
717,9906.225980015,29.086959188,35.404733689
718,9920.061491161,29.086959188,35.404733689
719,9933.897002306,29.156959188,35.404733689
720,9947.732513451,29.216959188,35.344733689
721,9961.568024596,29.156959188,35.284733689
722,9975.403535742,29.216959188,35.344733689
723,9989.239046887,29.336959188,35.284733689
724,10003.074558032,29.466959188,35.284733689
725,10016.910069178,29.406959188,35.284733689
726,10030.745580323,29.466959188,35.224733689
727,10044.581091468,29.406959188,35.224733689
728,10058.416602613,29.336959188,35.224733689
729,10072.252113759,29.466959188,35.224733689
730,10086.087624904,29.526959188,35.224733689
731,10099.923136049,29.586959188,35.154733689
732,10113.758647194,29.586959188,35.154733689
733,10127.594158340,29.716959188,35.154733689
734,10141.429669485,29.716959188,35.154733689
735,10155.265180630,29.716959188,35.154733689
736,10169.100691776,29.656959188,35.154733689
737,10182.936202921,29.716959188,35.154733689
738,10196.771714066,29.716959188,35.224733689
739,10210.607225211,29.716959188,35.154733689
740,10224.442736357,29.716959188,35.224733689
741,10238.278247502,29.776959188,35.154733689
742,10252.113758647,29.776959188,35.154733689
743,10265.949269792,29.906959188,35.154733689
744,10279.784780938,29.906959188,35.154733689
745,10293.620292083,29.836959188,35.154733689
746,10307.455803228,29.836959188,35.154733689
747,10321.291314374,29.836959188,35.154733689
748,10335.126825519,29.716959188,35.154733689
749,10348.962336664,29.776959188,35.154733689
750,10362.797847809,29.836959188,35.154733689
751,10376.633358955,30.026959188,35.224733689
752,10390.468870100,30.026959188,35.154733689
753,10404.304381245,30.086959188,35.154733689
754,10418.139892390,30.156959188,35.094733689
755,10431.975403536,30.156959188,35.094733689
756,10445.810914681,30.216959188,35.094733689
757,10459.646425826,30.216959188,35.154733689
758,10473.481936972,30.276959188,35.154733689
759,10487.317448117,30.336959188,35.154733689
760,10501.152959262,30.276959188,35.154733689
761,10514.988470407,30.276959188,35.154733689
762,10528.823981553,30.216959188,35.154733689
763,10542.659492698,30.276959188,35.224733689
764,10556.495003843,30.276959188,35.224733689
765,10570.330514988,30.216959188,35.224733689
766,10584.166026134,30.216959188,35.224733689
767,10598.001537279,30.216959188,35.224733689
768,10611.837048424,30.216959188,35.154733689
769,10625.672559570,30.156959188,35.154733689
770,10639.508070715,30.216959188,35.224733689
771,10653.343581860,30.086959188,35.224733689
772,10667.179093005,30.086959188,35.154733689
773,10681.014604151,30.086959188,35.224733689
774,10694.850115296,29.966959188,35.224733689
775,10708.685626441,30.086959188,35.224733689
776,10722.521137586,30.026959188,35.224733689
777,10736.356648732,29.966959188,35.224733689
778,10750.192159877,29.966959188,35.224733689
779,10764.027671022,29.906959188,35.224733689
780,10777.863182168,29.906959188,35.224733689
781,10791.698693313,29.966959188,35.224733689
782,10805.534204458,29.906959188,35.224733689
783,10819.369715603,29.906959188,35.224733689
784,10833.205226749,29.966959188,35.224733689
785,10847.040737894,30.026959188,35.224733689
786,10860.876249039,29.966959188,35.224733689
787,10874.711760184,30.026959188,35.224733689
788,10888.547271330,29.966959188,35.154733689
789,10902.382782475,30.026959188,35.224733689
790,10916.218293620,30.026959188,35.224733689
791,10930.053804766,29.966959188,35.224733689
792,10943.889315911,29.906959188,35.224733689
793,10957.724827056,29.836959188,35.224733689
794,10971.560338201,29.906959188,35.224733689
795,10985.395849347,29.966959188,35.224733689
796,10999.231360492,29.966959188,35.224733689
797,11013.066871637,29.906959188,35.224733689
798,11026.902382782,29.906959188,35.154733689
799,11040.737893928,29.906959188,35.224733689
800,11054.573405073,29.906959188,35.224733689
801,11068.408916218,29.776959188,35.224733689
802,11082.244427364,29.716959188,35.224733689
803,11096.079938509,29.716959188,35.224733689
804,11109.915449654,29.716959188,35.224733689
805,11123.750960799,29.776959188,35.154733689
806,11137.586471945,29.716959188,35.154733689
807,11151.421983090,29.716959188,35.224733689
808,11165.257494235,29.716959188,35.154733689
809,11179.093005380,29.586959188,35.154733689
810,11192.928516526,29.406959188,35.154733689
811,11206.764027671,29.336959188,35.154733689
812,11220.599538816,29.406959188,35.094733689
813,11234.435049962,29.466959188,35.094733689
814,11248.270561107,29.466959188,35.094733689
815,11262.106072252,29.586959188,35.094733689
816,11275.941583397,29.656959188,35.034733689
817,11289.777094543,29.836959188,35.094733689
818,11303.612605688,29.966959188,35.034733689
819,11317.448116833,29.966959188,35.034733689
820,11331.283627978,29.966959188,35.034733689
821,11345.119139124,29.906959188,34.974733689
822,11358.954650269,29.776959188,34.974733689
823,11372.790161414,29.656959188,34.974733689
824,11386.625672560,29.586959188,34.974733689
825,11400.461183705,29.716959188,34.974733689
826,11414.296694850,29.716959188,34.974733689
827,11428.132205995,29.656959188,34.904733689
828,11441.967717141,29.526959188,34.974733689
829,11455.803228286,29.466959188,34.974733689
830,11469.638739431,29.406959188,34.974733689
831,11483.474250576,29.466959188,34.974733689
832,11497.309761722,29.406959188,34.904733689
833,11511.145272867,29.466959188,34.904733689
834,11524.980784012,29.406959188,34.844733689
835,11538.816295158,29.466959188,34.904733689
836,11552.651806303,29.526959188,34.844733689
837,11566.487317448,29.656959188,34.844733689
838,11580.322828593,29.526959188,34.844733689
839,11594.158339739,29.586959188,34.784733689
840,11607.993850884,29.526959188,34.844733689
841,11621.829362029,29.526959188,34.784733689
842,11635.664873174,29.406959188,34.784733689
843,11649.500384320,29.406959188,34.784733689
844,11663.335895465,29.406959188,34.724733689
845,11677.171406610,29.276959188,34.724733689
846,11691.006917756,29.276959188,34.724733689
847,11704.842428901,29.216959188,34.724733689
848,11718.677940046,29.216959188,34.724733689
849,11732.513451191,29.216959188,34.693890771
850,11746.348962337,29.086959188,34.654733689
851,11760.184473482,28.966959188,34.693890771
852,11774.019984627,28.966959188,34.633890771
853,11787.855495772,29.026959188,34.594733689
854,11801.691006918,29.026959188,34.633890771
855,11815.526518063,29.086959188,34.573890771
856,11829.362029208,29.086959188,34.573890771
857,11843.197540354,29.156959188,34.513890771
858,11857.033051499,29.086959188,34.513890771
859,11870.868562644,29.086959188,34.513890771
860,11884.704073789,29.026959188,34.474733689
861,11898.539584935,28.906959188,34.443890771
862,11912.375096080,28.906959188,34.383890771
863,11926.210607225,28.966959188,34.383890771
864,11940.046118370,29.026959188,34.323890771
865,11953.881629516,28.966959188,34.323890771
866,11967.717140661,28.836959188,34.323890771
867,11981.552651806,28.776959188,34.263890771
868,11995.388162952,28.716959188,34.263890771
869,12009.223674097,28.716959188,34.193890771
870,12023.059185242,28.776959188,34.263890771
871,12036.894696387,28.656959188,34.193890771
872,12050.730207533,28.716959188,34.133890771
873,12064.565718678,28.836959188,34.133890771
874,12078.401229823,28.836959188,34.193890771
875,12092.236740968,28.966959188,34.073890771
876,12106.072252114,28.966959188,34.073890771
877,12119.907763259,29.026959188,34.013890771
878,12133.743274404,28.966959188,34.013890771
879,12147.578785550,28.966959188,34.013890771
880,12161.414296695,28.836959188,34.013890771
881,12175.249807840,28.776959188,33.943890771
882,12189.085318985,28.656959188,33.943890771
883,12202.920830131,28.716959188,33.943890771
884,12216.756341276,28.836959188,33.883890771
885,12230.591852421,28.836959188,33.823890771
886,12244.427363566,28.966959188,33.823890771
887,12258.262874712,28.966959188,33.823890771
888,12272.098385857,28.776959188,33.823890771
889,12285.933897002,28.716959188,33.823890771
890,12299.769408148,28.776959188,33.823890771
891,12313.604919293,28.906959188,33.763890771
892,12327.440430438,28.966959188,33.763890771
893,12341.275941583,29.026959188,33.763890771
894,12355.111452729,29.086959188,33.693890771
895,12368.946963874,29.086959188,33.693890771
896,12382.782475019,29.086959188,33.693890771
897,12396.617986164,28.966959188,33.693890771
898,12410.453497310,28.906959188,33.693890771
899,12424.289008455,28.836959188,33.633890771
900,12438.124519600,28.776959188,33.633890771
901,12451.960030746,28.776959188,33.633890771
902,12465.795541891,28.776959188,33.693890771
903,12479.631053036,28.716959188,33.633890771
904,12493.466564181,28.586959188,33.633890771
905,12507.302075327,28.526959188,33.573890771
906,12521.137586472,28.586959188,33.573890771
907,12534.973097617,28.656959188,33.633890771
908,12548.808608762,28.586959188,33.573890771
909,12562.644119908,28.526959188,33.573890771
910,12576.479631053,28.586959188,33.573890771
911,12590.315142198,28.526959188,33.573890771
912,12604.150653344,28.526959188,33.513890771
913,12617.986164489,28.586959188,33.513890771
914,12631.821675634,28.586959188,33.513890771
915,12645.657186779,28.526959188,33.513890771
916,12659.492697925,28.466959188,33.513890771
917,12673.328209070,28.466959188,33.443890771
918,12687.163720215,28.586959188,33.443890771
919,12700.999231360,28.656959188,33.443890771
920,12714.834742506,28.656959188,33.443890771
921,12728.670253651,28.776959188,33.383890771
922,12742.505764796,28.656959188,33.383890771
923,12756.341275942,28.656959188,33.443890771
924,12770.176787087,28.526959188,33.383890771
925,12784.012298232,28.526959188,33.443890771
926,12797.847809377,28.526959188,33.383890771
927,12811.683320523,28.466959188,33.383890771
928,12825.518831668,28.406959188,33.323890771
929,12839.354342813,28.466959188,33.323890771
930,12853.189853958,28.526959188,33.263890771
931,12867.025365104,28.466959188,33.263890771
932,12880.860876249,28.526959188,33.263890771
933,12894.696387394,28.526959188,33.263890771
934,12908.531898540,28.586959188,33.263890771
935,12922.367409685,28.586959188,33.193890771
936,12936.202920830,28.656959188,33.193890771
937,12950.038431975,28.586959188,33.193890771
938,12963.873943121,28.586959188,33.133890771
939,12977.709454266,28.406959188,33.193890771
940,12991.544965411,28.406959188,33.133890771
941,13005.380476556,28.466959188,33.133890771
942,13019.215987702,28.526959188,33.133890771
943,13033.051498847,28.526959188,33.133890771
944,13046.887009992,28.466959188,33.133890771
945,13060.722521138,28.406959188,33.073890771
946,13074.558032283,28.466959188,33.133890771
947,13088.393543428,28.586959188,33.073890771
948,13102.229054573,28.586959188,33.073890771
949,13116.064565719,28.586959188,33.073890771
950,13129.900076864,28.466959188,33.073890771
951,13143.735588009,28.406959188,33.013890771
952,13157.571099154,28.406959188,33.013890771
953,13171.406610300,28.466959188,33.013890771
954,13185.242121445,28.336959188,33.013890771
955,13199.077632590,28.336959188,32.943890771
956,13212.913143736,28.336959188,32.943890771
957,13226.748654881,28.276959188,32.943890771
958,13240.584166026,28.336959188,32.943890771
959,13254.419677171,28.406959188,32.883890771
960,13268.255188317,28.276959188,32.883890771
961,13282.090699462,28.276959188,32.883890771
962,13295.926210607,28.216959188,32.883890771
963,13309.761721752,28.216959188,32.883890771
964,13323.597232898,28.216959188,32.883890771
965,13337.432744043,28.156959188,32.823890771
966,13351.268255188,28.086959188,32.823890771
967,13365.103766334,28.086959188,32.763890771
968,13378.939277479,28.086959188,32.763890771
969,13392.774788624,28.156959188,32.763890771
970,13406.610299769,28.216959188,32.763890771
971,13420.445810915,28.276959188,32.763890771
972,13434.281322060,28.216959188,32.693890771
973,13448.116833205,28.276959188,32.693890771
974,13461.952344351,28.336959188,32.763890771
975,13475.787855496,28.466959188,32.763890771
976,13489.623366641,28.466959188,32.693890771
977,13503.458877786,28.526959188,32.693890771
978,13517.294388932,28.526959188,32.693890771
979,13531.129900077,28.336959188,32.693890771
980,13544.965411222,28.276959188,32.693890771
981,13558.800922367,28.216959188,32.693890771
982,13572.636433513,28.156959188,32.693890771
983,13586.471944658,28.216959188,32.633890771
984,13600.307455803,28.156959188,32.654733689
985,13614.142966949,28.086959188,32.633890771
986,13627.978478094,28.086959188,32.633890771
987,13641.813989239,28.156959188,32.573890771
988,13655.649500384,28.156959188,32.573890771
989,13669.485011530,28.216959188,32.573890771
990,13683.320522675,28.276959188,32.573890771
991,13697.156033820,28.216959188,32.573890771
992,13710.991544965,28.276959188,32.534733689
993,13724.827056111,28.216959188,32.513890771
994,13738.662567256,28.216959188,32.474733689
995,13752.498078401,28.276959188,32.513890771
996,13766.333589547,28.276959188,32.513890771
997,13780.169100692,28.216959188,32.443890771
998,13794.004611837,28.156959188,32.474733689
999,13807.840122982,28.086959188,32.443890771
1000,13821.675634128,28.026959188,32.443890771
1001,13835.511145273,27.906959188,32.443890771
1002,13849.346656418,27.906959188,32.404733689
1003,13863.182167563,27.836959188,32.383890771
1004,13877.017678709,27.966959188,32.383890771
1005,13890.853189854,27.906959188,32.404733689
1006,13904.688700999,27.776959188,32.344733689
1007,13918.524212145,27.776959188,32.284733689
1008,13932.359723290,27.776959188,32.344733689
1009,13946.195234435,27.906959188,32.323890771
1010,13960.030745580,27.906959188,32.284733689
1011,13973.866256726,27.776959188,32.284733689
1012,13987.701767871,27.776959188,32.284733689
1013,14001.537279016,27.836959188,32.284733689
1014,14015.372790161,27.906959188,32.224733689
1015,14029.208301307,27.966959188,32.284733689
1016,14043.043812452,27.836959188,32.224733689
1017,14056.879323597,27.776959188,32.284733689
1018,14070.714834743,27.776959188,32.224733689
1019,14084.550345888,27.776959188,32.224733689
1020,14098.385857033,27.776959188,32.224733689
1021,14112.221368178,27.776959188,32.224733689
1022,14126.056879324,27.716959188,32.224733689
1023,14139.892390469,27.586959188,32.154733689
1024,14153.727901614,27.656959188,32.193890771
1025,14167.563412759,27.656959188,32.154733689
1026,14181.398923905,27.716959188,32.094733689
1027,14195.234435050,27.776959188,32.094733689
1028,14209.069946195,27.836959188,32.094733689
1029,14222.905457341,27.776959188,32.094733689
1030,14236.740968486,27.776959188,32.094733689
1031,14250.576479631,27.836959188,32.034733689
1032,14264.411990776,27.836959188,32.034733689
1033,14278.247501922,27.836959188,32.034733689
1034,14292.083013067,27.966959188,32.034733689
1035,14305.918524212,27.906959188,31.974733689
1036,14319.754035357,27.966959188,31.974733689
1037,14333.589546503,27.966959188,31.974733689
1038,14347.425057648,27.906959188,32.034733689
1039,14361.260568793,27.836959188,31.974733689
1040,14375.096079939,27.836959188,31.974733689
1041,14388.931591084,27.966959188,31.904733689
1042,14402.767102229,27.906959188,31.904733689
1043,14416.602613374,27.906959188,31.904733689
1044,14430.438124520,27.906959188,31.904733689
1045,14444.273635665,27.836959188,31.904733689
1046,14458.109146810,27.906959188,31.844733689
1047,14471.944657955,27.836959188,31.844733689
1048,14485.780169101,27.906959188,31.943890771
1049,14499.615680246,27.906959188,31.904733689
1050,14513.451191391,27.906959188,31.844733689
1051,14527.286702537,27.906959188,31.844733689
1052,14541.122213682,27.836959188,31.784733689
1053,14554.957724827,27.776959188,31.844733689
1054,14568.793235972,27.836959188,31.784733689
1055,14582.628747118,27.836959188,31.784733689
1056,14596.464258263,27.836959188,31.784733689
1057,14610.299769408,27.836959188,31.784733689
1058,14624.135280553,27.776959188,31.784733689
1059,14637.970791699,27.776959188,31.784733689
1060,14651.806302844,27.656959188,31.784733689
1061,14665.641813989,27.586959188,31.724733689
1062,14679.477325135,27.466959188,31.724733689
1063,14693.312836280,27.406959188,31.724733689
1064,14707.148347425,27.336959188,31.724733689
1065,14720.983858570,27.336959188,31.724733689
1066,14734.819369716,27.336959188,31.724733689
1067,14748.654880861,27.336959188,31.654733689
1068,14762.490392006,27.336959188,31.654733689
1069,14776.325903151,27.336959188,31.654733689
1070,14790.161414297,27.336959188,31.654733689
1071,14803.996925442,27.336959188,31.594733689
1072,14817.832436587,27.336959188,31.594733689
1073,14831.667947733,27.276959188,31.654733689
1074,14845.503458878,27.276959188,31.594733689
1075,14859.338970023,27.216959188,31.534733689
1076,14873.174481168,27.216959188,31.534733689
1077,14887.009992314,27.276959188,31.534733689
1078,14900.845503459,27.276959188,31.534733689
1079,14914.681014604,27.276959188,31.474733689
1080,14928.516525749,27.336959188,31.474733689
1081,14942.352036895,27.276959188,31.474733689
1082,14956.187548040,27.336959188,31.404733689
1083,14970.023059185,27.406959188,31.474733689
1084,14983.858570331,27.336959188,31.474733689
1085,14997.694081476,27.406959188,31.404733689
1086,15011.529592621,27.406959188,31.404733689
1087,15025.365103766,27.406959188,31.404733689
1088,15039.200614912,27.466959188,31.404733689
1089,15053.036126057,27.406959188,31.344733689
1090,15066.871637202,27.466959188,31.404733689
1091,15080.707148347,27.466959188,31.344733689
1092,15094.542659493,27.466959188,31.284733689
1093,15108.378170638,27.336959188,31.224733689
1094,15122.213681783,27.336959188,31.284733689
1095,15136.049192929,27.336959188,31.224733689
1096,15149.884704074,27.406959188,31.224733689
1097,15163.720215219,27.406959188,31.154733689
1098,15177.555726364,27.336959188,31.224733689
1099,15191.391237510,27.406959188,31.154733689
1100,15205.226748655,27.336959188,31.154733689
1101,15219.062259800,27.406959188,31.224733689
1102,15232.897770945,27.336959188,31.224733689
1103,15246.733282091,27.406959188,31.224733689
1104,15260.568793236,27.406959188,31.224733689
1105,15274.404304381,27.336959188,31.154733689
1106,15288.239815527,27.336959188,31.154733689
1107,15302.075326672,27.336959188,31.154733689
1108,15315.910837817,27.336959188,31.154733689
1109,15329.746348962,27.276959188,31.094733689
1110,15343.581860108,27.276959188,31.094733689
1111,15357.417371253,27.276959188,31.094733689
1112,15371.252882398,27.216959188,31.094733689
1113,15385.088393543,27.156959188,31.094733689
1114,15398.923904689,27.086959188,31.094733689
1115,15412.759415834,26.966959188,31.094733689
1116,15426.594926979,26.966959188,31.094733689
1117,15440.430438125,26.906959188,31.034733689
1118,15454.265949270,26.906959188,30.974733689
1119,15468.101460415,26.966959188,30.974733689
1120,15481.936971560,26.906959188,30.974733689
1121,15495.772482706,26.906959188,30.904733689
1122,15509.607993851,26.906959188,31.034733689
1123,15523.443504996,26.906959188,30.904733689
1124,15537.279016141,26.966959188,30.904733689
1125,15551.114527287,26.836959188,30.974733689
1126,15564.950038432,26.906959188,30.904733689
1127,15578.785549577,26.776959188,30.904733689
1128,15592.621060723,26.776959188,30.904733689
1129,15606.456571868,26.716959188,30.844733689
1130,15620.292083013,26.776959188,30.844733689
1131,15634.127594158,26.776959188,30.844733689
1132,15647.963105304,26.776959188,30.784733689
1133,15661.798616449,26.776959188,30.784733689
1134,15675.634127594,26.716959188,30.724733689
1135,15689.469638739,26.716959188,30.724733689
1136,15703.305149885,26.716959188,30.654733689
1137,15717.140661030,26.716959188,30.724733689
1138,15730.976172175,26.776959188,30.654733689
1139,15744.811683321,26.716959188,30.654733689
1140,15758.647194466,26.656959188,30.654733689
1141,15772.482705611,26.716959188,30.654733689
1142,15786.318216756,26.656959188,30.594733689
1143,15800.153727902,26.716959188,30.594733689
1144,15813.989239047,26.656959188,30.594733689
1145,15827.824750192,26.656959188,30.654733689
1146,15841.660261337,26.656959188,30.594733689
1147,15855.495772483,26.656959188,30.534733689
1148,15869.331283628,26.656959188,30.594733689
1149,15883.166794773,26.716959188,30.534733689
1150,15897.002305919,26.656959188,30.534733689
1151,15910.837817064,26.586959188,30.534733689
1152,15924.673328209,26.586959188,30.534733689
1153,15938.508839354,26.526959188,30.474733689
1154,15952.344350500,26.526959188,30.534733689
1155,15966.179861645,26.526959188,30.474733689
1156,15980.015372790,26.526959188,30.474733689
1157,15993.850883935,26.526959188,30.474733689
1158,16007.686395081,26.466959188,30.474733689
1159,16021.521906226,26.526959188,30.404733689
1160,16035.357417371,26.466959188,30.404733689
1161,16049.192928517,26.466959188,30.404733689
1162,16063.028439662,26.406959188,30.344733689
1163,16076.863950807,26.466959188,30.344733689
1164,16090.699461952,26.406959188,30.344733689
1165,16104.534973098,26.406959188,30.344733689
1166,16118.370484243,26.406959188,30.284733689
1167,16132.205995388,26.336959188,30.344733689
1168,16146.041506533,26.276959188,30.284733689
1169,16159.877017679,26.276959188,30.284733689
1170,16173.712528824,26.276959188,30.214733689
1171,16187.548039969,26.336959188,30.154733689
1172,16201.383551115,26.276959188,30.214733689
1173,16215.219062260,26.216959188,30.214733689
1174,16229.054573405,26.276959188,30.154733689
1175,16242.890084550,26.156959188,30.094733689
1176,16256.725595696,26.216959188,30.154733689
1177,16270.561106841,26.216959188,30.094733689
1178,16284.396617986,26.156959188,30.094733689
1179,16298.232129131,26.086959188,30.094733689
1180,16312.067640277,26.156959188,30.034733689
1181,16325.903151422,26.156959188,29.964733689
1182,16339.738662567,26.086959188,29.964733689
1183,16353.574173713,26.026959188,29.964733689
1184,16367.409684858,25.966959188,29.844733689
1185,16381.245196003,25.966959188,29.904733689
1186,16395.080707148,25.906959188,29.904733689
1187,16408.916218294,25.906959188,29.904733689
1188,16422.751729439,25.906959188,29.904733689
1189,16436.587240584,25.966959188,29.844733689
1190,16450.422751729,25.836959188,29.844733689
1191,16464.258262875,25.906959188,29.844733689
1192,16478.093774020,25.836959188,29.784733689
1193,16491.929285165,25.966959188,29.784733689
1194,16505.764796311,25.836959188,29.784733689
1195,16519.600307456,25.836959188,29.714733689
1196,16533.435818601,25.906959188,29.714733689
1197,16547.271329746,25.836959188,29.654733689
1198,16561.106840892,25.836959188,29.654733689
1199,16574.942352037,25.776959188,29.714733689
1200,16588.777863182,25.776959188,29.654733689
1201,16602.613374327,25.716959188,29.654733689
1202,16616.448885473,25.716959188,29.654733689
1203,16630.284396618,25.776959188,29.594733689
1204,16644.119907763,25.716959188,29.594733689
1205,16657.955418909,25.716959188,29.534733689
1206,16671.790930054,25.716959188,29.594733689
1207,16685.626441199,25.716959188,29.594733689
1208,16699.461952344,25.776959188,29.534733689
1209,16713.297463490,25.716959188,29.534733689
1210,16727.132974635,25.716959188,29.464733689
1211,16740.968485780,25.716959188,29.464733689
1212,16754.803996925,25.716959188,29.464733689
1213,16768.639508071,25.656959188,29.404733689
1214,16782.475019216,25.716959188,29.404733689
1215,16796.310530361,25.716959188,29.404733689
1216,16810.146041507,25.716959188,29.404733689
1217,16823.981552652,25.716959188,29.404733689
1218,16837.817063797,25.716959188,29.344733689
1219,16851.652574942,25.656959188,29.344733689
1220,16865.488086088,25.656959188,29.344733689
1221,16879.323597233,25.656959188,29.344733689
1222,16893.159108378,25.656959188,29.344733689
1223,16906.994619523,25.656959188,29.344733689
1224,16920.830130669,25.656959188,29.284733689
1225,16934.665641814,25.526959188,29.284733689
1226,16948.501152959,25.586959188,29.344733689
1227,16962.336664105,25.586959188,29.284733689
1228,16976.172175250,25.586959188,29.214733689
1229,16990.007686395,25.526959188,29.214733689
1230,17003.843197540,25.586959188,29.284733689
1231,17017.678708686,25.656959188,29.214733689
1232,17031.514219831,25.586959188,29.214733689
1233,17045.349730976,25.526959188,29.284733689
1234,17059.185242121,25.586959188,29.214733689
1235,17073.020753267,25.466959188,29.214733689
1236,17086.856264412,25.526959188,29.154733689
1237,17100.691775557,25.526959188,29.154733689
1238,17114.527286703,25.466959188,29.154733689
1239,17128.362797848,25.526959188,29.094733689
1240,17142.198308993,25.406959188,29.094733689
1241,17156.033820138,25.466959188,29.094733689
1242,17169.869331284,25.466959188,29.094733689
1243,17183.704842429,25.466959188,29.094733689
1244,17197.540353574,25.466959188,29.034733689
1245,17211.375864719,25.466959188,29.034733689
1246,17225.211375865,25.466959188,29.094733689
1247,17239.046887010,25.466959188,29.094733689
1248,17252.882398155,25.526959188,29.034733689
1249,17266.717909301,25.466959188,28.964733689
1250,17280.553420446,25.466959188,29.034733689
1251,17294.388931591,25.406959188,28.964733689
1252,17308.224442736,25.406959188,28.964733689
1253,17322.059953882,25.406959188,28.964733689
1254,17335.895465027,25.336959188,28.964733689
1255,17349.730976172,25.406959188,28.964733689
1256,17363.566487317,25.406959188,29.034733689
1257,17377.401998463,25.406959188,28.964733689
1258,17391.237509608,25.336959188,28.904733689
1259,17405.073020753,25.406959188,28.964733689
1260,17418.908531899,25.336959188,28.904733689
1261,17432.744043044,25.336959188,28.904733689
1262,17446.579554189,25.336959188,28.844733689
1263,17460.415065334,25.336959188,28.844733689
1264,17474.250576480,25.276959188,28.844733689
1265,17488.086087625,25.336959188,28.844733689
1266,17501.921598770,25.276959188,28.784733689
1267,17515.757109915,25.156959188,28.844733689
1268,17529.592621061,25.276959188,28.844733689
1269,17543.428132206,25.156959188,28.844733689
1270,17557.263643351,25.216959188,28.844733689
1271,17571.099154497,25.216959188,28.784733689
1272,17584.934665642,25.156959188,28.784733689
1273,17598.770176787,25.216959188,28.784733689
1274,17612.605687932,25.216959188,28.784733689
1275,17626.441199078,25.216959188,28.784733689
1276,17640.276710223,25.216959188,28.784733689
1277,17654.112221368,25.216959188,28.714733689
1278,17667.947732513,25.216959188,28.784733689
1279,17681.783243659,25.156959188,28.714733689
1280,17695.618754804,25.216959188,28.784733689
1281,17709.454265949,25.156959188,28.784733689
1282,17723.289777095,25.156959188,28.714733689
1283,17737.125288240,25.216959188,28.714733689
1284,17750.960799385,25.216959188,28.714733689
1285,17764.796310530,25.156959188,28.714733689
1286,17778.631821676,25.156959188,28.714733689
1287,17792.467332821,25.216959188,28.654733689
1288,17806.302843966,25.216959188,28.654733689
1289,17820.138355111,25.216959188,28.714733689
1290,17833.973866257,25.216959188,28.654733689
1291,17847.809377402,25.156959188,28.714733689
1292,17861.644888547,25.156959188,28.714733689
1293,17875.480399693,25.156959188,28.714733689
1294,17889.315910838,25.216959188,28.654733689
1295,17903.151421983,25.156959188,28.594733689
1296,17916.986933128,25.156959188,28.654733689
1297,17930.822444274,25.086959188,28.594733689
1298,17944.657955419,25.086959188,28.594733689
1299,17958.493466564,25.026959188,28.594733689
1300,17972.328977709,25.026959188,28.594733689
1301,17986.164488855,25.086959188,28.534733689
1302,18000.000000000,25.086959188,28.534733689
